,,,,,,,,,,,
,Initial Claims,,,,Continued Claims,,,,I.U.R,,Covered Employment
,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.F.,S.A.,S.A. 4-Week,N.S.A,S.A.,
07/11/2009,677038,124,546000,580250,6258240,102,6136000,6346750,4.7,4.6,133078480
07/18/2009,590730,105.5,560000,568250,6105329,99.8,6118000,6254250,4.6,4.6,133078480
07/25/2009,516351,87.9,587000,566500,6021088,97.8,6157000,6139000,4.5,4.6,133078480
08/01/2009,470988,84.8,555000,562000,5897272,96.5,6111000,6130500,4.4,4.6,133078480
08/08/2009,486586,87.6,555000,564250,5809704,95.4,6090000,6119000,4.4,4.6,133078480
08/15/2009,461780,82.1,562000,564750,5683164,94.6,6008000,6091500,4.3,4.5,133078480
08/22/2009,460998,82.3,560000,558000,5623445,92.8,6060000,6067250,4.2,4.6,133078480
08/29/2009,460525,81.7,564000,560250,5438521,91.1,5970000,6032000,4.1,4.5,133078480
09/05/2009,470079,84.3,558000,561000,5301307,87.2,6079000,6029250,4,4.6,133078480
09/12/2009,414557,76.5,542000,556000,5224957,87,6006000,6028750,3.9,4.5,133078480
09/19/2009,441311,82.3,536000,550000,5074784,85.4,5942000,5999250,3.8,4.5,133078480
09/26/2009,449620,81.2,554000,547500,5019227,84.9,5912000,5984750,3.8,4.4,133078480
10/03/2009,456233,85.6,533000,541250,4956333,84,5900000,5940000,3.8,4.5,131823421
10/10/2009,513852,100.6,511000,533500,4919102,84.4,5828000,5895500,3.7,4.4,131823421
10/17/2009,464985,87.5,531000,532250,4987516,86.8,5746000,5846500,3.8,4.4,131823421
10/24/2009,499374,94.2,530000,526250,4934724,86.5,5705000,5794750,3.7,4.3,131823421
10/31/2009,487714,93.5,522000,523500,4965336,87.9,5649000,5732000,3.8,4.3,131823421
11/07/2009,537230,104.9,512000,523750,4888630,87.8,5568000,5667000,3.7,4.2,131823421
11/14/2009,479350,94.6,507000,517750,5084817,93.1,5462000,5596000,3.9,4.1,131823421
11/21/2009,547022,113.4,482000,505750,4802559,87.5,5489000,5542000,3.6,4.2,131823421
11/28/2009,462090,97.3,475000,494000,5402723,101.5,5323000,5460500,4.1,4,131823421
12/05/2009,673097,135.5,497000,490250,5193809,98.2,5289000,5390750,3.9,4,131823421
12/12/2009,561655,112.8,498000,488000,5346238,103,5191000,5323000,4.1,3.9,131823421
12/19/2009,571378,119.3,479000,487250,5089577,99.8,5100000,5225750,3.9,3.9,131823421
12/26/2009,561852,120.1,468000,485500,5485710,110,4987000,5141750,4.2,3.8,131823421
01/02/2010,651215,142.9,456000,475250,6014881,123.5,4870000,5037000,4.6,3.7,130128328
01/09/2010,825891,176.2,469000,468000,5791336,118.7,4879000,4959000,4.5,3.7,130128328
01/16/2010,659173,130,507000,475000,5602811,116.5,4809000,4886250,4.3,3.7,130128328
01/23/2010,507651,107.7,471000,475750,5683672,117.4,4841000,4849750,4.4,3.7,130128328
01/30/2010,538617,108.5,496000,485750,5683482,118.5,4796000,4831250,4.4,3.7,130128328
02/06/2010,512463,110,466000,485000,5597271,115.7,4838000,4821000,4.3,3.7,130128328
02/13/2010,482078,98.5,489000,480500,5546388,115.2,4815000,4822500,4.3,3.7,130128328
02/20/2010,458160,91.6,500000,487750,5596737,117.4,4767000,4804000,4.3,3.7,130128328
02/27/2010,474662,97.3,488000,485750,5544103,116.6,4755000,4793750,4.3,3.7,130128328
03/06/2010,462679,98,472000,487250,5405031,113.4,4766000,4775750,4.2,3.7,130128328
03/13/2010,439061,91.9,478000,484500,5357581,112.8,4750000,4759500,4.1,3.7,130128328
03/20/2010,413067,87.6,472000,477500,5207496,109.8,4743000,4753500,4,3.6,130128328
03/27/2010,412710,89.9,459000,470250,5055002,108.3,4668000,4731750,3.9,3.6,130128328
04/03/2010,421130,87.9,479000,472000,4987473,104.9,4755000,4729000,3.8,3.7,130128328
04/10/2010,514136,107.4,479000,472250,4931238,103.9,4746000,4728000,3.8,3.7,128298468
04/17/2010,436814,93.2,469000,471500,4796318,101.6,4721000,4722500,3.7,3.7,128298468
04/24/2010,429196,95.6,449000,469000,4671227,99.6,4690000,4728000,3.6,3.7,128298468
05/01/2010,399350,88.6,451000,462000,4549602,96.9,4695000,4713000,3.5,3.7,128298468
05/08/2010,414327,91.8,451000,455000,4471786,95,4707000,4703250,3.5,3.7,128298468
05/15/2010,414572,87.4,474000,456250,4411435,94.1,4688000,4695000,3.4,3.7,128298468
05/22/2010,410778,88.8,463000,459750,4380562,92.6,4731000,4705250,3.4,3.7,128298468
05/29/2010,418873,91.5,458000,461500,4202202,92.3,4553000,4669750,3.3,3.5,128298468
06/05/2010,398864,86.9,459000,463500,4319021,93.4,4624000,4649000,3.4,3.6,128298468
06/12/2010,448305,96,467000,461750,4306402,93.5,4606000,4628500,3.4,3.6,128298468
06/19/2010,427080,94.4,452000,459000,4328074,93.7,4619000,4600500,3.4,3.6,128298468
06/26/2010,444712,95.9,464000,460500,4309375,96.1,4484000,4583250,3.4,3.5,128298468
07/03/2010,470366,103.5,454000,459250,4384591,94.9,4620000,4582250,3.4,3.6,128298468
07/10/2010,515991,117.5,439000,452250,4562782,101.8,4482000,4551250,3.6,3.5,126763245
07/17/2010,502065,108.7,462000,454750,4554316,100.2,4545000,4532750,3.6,3.6,126763245
07/24/2010,413679,89,465000,455000,4438886,98,4529000,4544000,3.5,3.6,126763245
07/31/2010,402140,84.4,476000,460500,4333445,97,4467000,4505750,3.4,3.5,126763245
08/07/2010,425471,88.1,483000,471500,4281074,95.6,4478000,4504750,3.4,3.5,126763245
08/14/2010,405484,83.4,486000,477500,4219639,95.2,4432000,4476500,3.3,3.5,126763245
08/21/2010,384955,83,464000,477250,4125414,93.2,4426000,4450750,3.3,3.5,126763245
08/28/2010,383135,82.1,467000,475000,4138965,91.8,4509000,4461250,3.3,3.6,126763245
09/04/2010,381863,84.4,452000,467250,3933895,87.4,4501000,4467000,3.1,3.6,126763245
09/11/2010,341791,76.9,444000,456750,3930908,87.6,4487000,4480750,3.1,3.5,126763245
09/18/2010,382341,83.3,459000,455500,3810921,85.6,4452000,4487250,3,3.5,126763245
09/25/2010,372551,81.2,459000,453500,3779910,85.3,4431000,4467750,3,3.5,126763245
10/02/2010,373681,83.8,446000,452000,3705947,84.1,4407000,4444250,2.9,3.5,126763245
10/09/2010,462667,100.7,459000,455750,3715967,84.4,4403000,4423250,3,3.5,125845577
10/16/2010,394016,88.8,444000,452000,3769438,86.7,4348000,4397250,3,3.5,125845577
10/23/2010,408489,94.6,432000,445250,3759365,86.8,4331000,4372250,3,3.4,125845577
10/30/2010,421097,92.9,453000,447000,3783097,87.4,4328000,4352500,3,3.4,125845577
11/06/2010,452657,104.2,434000,440750,3735938,87.5,4270000,4319250,3,3.4,125845577
11/13/2010,409548,94.7,432000,437750,3871043,92.7,4176000,4276250,3.1,3.3,125845577
11/20/2010,464817,114.3,407000,431500,3665787,86.9,4218000,4248000,2.9,3.4,125845577
11/27/2010,412922,95.6,432000,426250,4216488,102.4,4118000,4195500,3.4,3.3,125845577
12/04/2010,585711,136.9,428000,424750,4062531,98.2,4137000,4162250,3.2,3.3,125845577
12/11/2010,491776,115.6,425000,423000,4179504,102.9,4062000,4133750,3.3,3.2,125845577
12/18/2010,495548,116.9,424000,427250,4116684,100.1,4113000,4107500,3.3,3.3,125845577
12/25/2010,525710,130.1,404000,420250,4415512,108,4088000,4100000,3.5,3.2,125845577
01/01/2011,578904,140.2,413000,416500,4790155,122.9,3898000,4040250,3.8,3.1,125845577
01/08/2011,773499,178.3,434000,418750,4652805,119.1,3907000,4001500,3.7,3.1,125560066
01/15/2011,549688,130.5,421000,418000,4614149,116.1,3974000,3966750,3.7,3.2,125560066
01/22/2011,485950,109,446000,428500,4632950,118,3926000,3926250,3.7,3.1,125560066
01/29/2011,464775,110.6,420000,430250,4605543,118.5,3887000,3923500,3.7,3.1,125560066
02/05/2011,440706,109.6,402000,422250,4575640,116.5,3928000,3928750,3.6,3.1,125560066
02/12/2011,424400,99.9,425000,423250,4587740,119.5,3839000,3895000,3.7,3.1,125560066
02/19/2011,380985,96.7,394000,410250,4344862,113.7,3821000,3868750,3.5,3,125560066
02/26/2011,353797,91.9,385000,401500,4460146,117.1,3809000,3849250,3.6,3,125560066
03/05/2011,407299,98.3,414000,404500,4296805,113.9,3772000,3810250,3.4,3,125560066
03/12/2011,371721,92.1,404000,399250,4277092,113.4,3772000,3793500,3.4,3,125560066
03/19/2011,354457,87.1,407000,402500,4131066,110.1,3752000,3776250,3.3,3,125560066
03/26/2011,357457,89.5,399000,406000,4085667,108.5,3766000,3765500,3.3,3,125560066
04/02/2011,353817,89.6,395000,401250,3943591,105,3756000,3761500,3.1,3,125560066
04/09/2011,448029,107.7,416000,404250,3893218,103.8,3751000,3756250,3.1,3,125572661
04/16/2011,381834,94.9,402000,403000,3783787,101.8,3717000,3747500,3,3,125572661
04/23/2011,387867,91.9,422000,408750,3769810,99.3,3796000,3755000,3,3,125572661
04/30/2011,415974,88.9,468000,427000,3723271,97.1,3834000,3774500,3,3.1,125572661
05/07/2011,397737,91.4,435000,431750,3586266,94.7,3787000,3783500,2.9,3,125572661
05/14/2011,361573,87.4,414000,434750,3549972,93.9,3781000,3799500,2.8,3,125572661
05/21/2011,376632,89.1,423000,435000,3510507,92.4,3799000,3800250,2.8,3,125572661
05/28/2011,381497,91.3,418000,422500,3426345,91.9,3728000,3773750,2.7,3,125572661
06/04/2011,366816,86.8,423000,419500,3491359,93.1,3750000,3764500,2.8,3,125572661
06/11/2011,400608,97,413000,419250,3491533,93.2,3746000,3755750,2.8,3,125572661
06/18/2011,394286,94.7,416000,417500,3511416,93.6,3752000,3744000,2.8,3,125572661
06/25/2011,406633,96.7,421000,418250,3555831,95.6,3719000,3741750,2.8,3,125572661
07/02/2011,425640,101.9,418000,417000,3534925,94.7,3733000,3737500,2.8,3,125572661
07/09/2011,473963,116.1,408000,415750,3783316,101.6,3724000,3732000,3,3,125807389
07/16/2011,470086,112,420000,416750,3752532,100.5,3734000,3727500,3,3,125807389
07/23/2011,369207,89.9,411000,414250,3680729,98.4,3741000,3733000,2.9,3,125807389
07/30/2011,341103,84,406000,411250,3580433,97.4,3676000,3718750,2.8,2.9,125807389
08/06/2011,354408,87.5,405000,410500,3553649,95.8,3709000,3715000,2.8,2.9,125807389
08/13/2011,346014,84.5,409000,407750,3557586,95.7,3717000,3710750,2.8,3,125807389
08/20/2011,344870,83.2,415000,408750,3473182,93.5,3715000,3704250,2.8,3,125807389
08/27/2011,336761,82.4,409000,409500,3436188,92.3,3723000,3716000,2.7,3,125807389
09/03/2011,348582,84.2,414000,411750,3293105,87.6,3759000,3728500,2.6,3,125807389
09/10/2011,328868,76.6,429000,416750,3306720,88,3758000,3738750,2.6,3,125807389
09/17/2011,353820,83.8,422000,418500,3207559,85.6,3747000,3746750,2.5,3,125807389
09/24/2011,328073,80.8,406000,417750,3165909,85.4,3707000,3742750,2.5,2.9,125807389
10/01/2011,332394,82.1,405000,415500,3113245,84.2,3697000,3727250,2.5,2.9,125807389
10/08/2011,405906,99,410000,410750,3133644,84,3731000,3720500,2.5,3,126188733
10/15/2011,357562,90.5,395000,404000,3196554,86.3,3704000,3709750,2.5,2.9,126188733
10/22/2011,377156,93.7,403000,403250,3199527,86.5,3699000,3707750,2.5,2.9,126188733
10/29/2011,369647,92.7,399000,401750,3210417,87.3,3677000,3702750,2.5,2.9,126188733
11/05/2011,402532,102.6,392000,397250,3177477,88.2,3603000,3670750,2.5,2.9,126188733
11/12/2011,363016,94.7,383000,394250,3374259,91.8,3676000,3663750,2.7,2.9,126188733
11/19/2011,440157,114.3,385000,389750,3167053,84.7,3739000,3673750,2.5,3,126188733
11/26/2011,372640,93.8,397000,389250,3696154,102.9,3592000,3652500,2.9,2.8,126188733
12/03/2011,528793,136.6,387000,388000,3540663,98.5,3595000,3650500,2.8,2.8,126188733
12/10/2011,435863,118.6,368000,384250,3628343,102.4,3543000,3617250,2.9,2.8,126188733
12/17/2011,421103,114.3,368000,380000,3613414,100.7,3588000,3579500,2.9,2.8,126188733
12/24/2011,497689,128.8,386000,377250,3779025,105.7,3575000,3575250,3,2.8,126188733
12/31/2011,540057,143.5,376000,374500,4161063,116.7,3566000,3568000,3.3,2.8,126188733
01/07/2012,646219,165.1,391000,398750,4109127,120.1,3421000,3797000,3.2,2.7,126579970
01/14/2012,525422,143.2,367000,384500,4069651,115.9,3511000,3646500,3.2,2.8,126579970
01/21/2012,416880,109.4,381000,378750,4058236,118.7,3419000,3479250,3.2,2.7,126579970
01/28/2012,422287,113.6,372000,377750,4097013,118.6,3454000,3451250,3.2,2.7,126579970
02/04/2012,401365,109.1,368000,372000,3984889,117.5,3391000,3443750,3.1,2.7,126579970
02/11/2012,365014,101.2,361000,370500,4010489,119.3,3362000,3406500,3.2,2.7,126579970
02/18/2012,346659,96.6,359000,365000,3882527,114.8,3382000,3397250,3.1,2.7,126579970
02/25/2012,334242,91.5,365000,363250,3988890,117.6,3392000,3381750,3.2,2.7,126579970
03/03/2012,368433,98.2,375000,365000,3862329,114.7,3367000,3375750,3.1,2.7,126579970
03/10/2012,340102,92.1,369000,367000,3815580,113.8,3353000,3373500,3,2.6,126579970
03/17/2012,319498,86.9,368000,369250,3699473,110.7,3342000,3363500,2.9,2.6,126579970
03/24/2012,323373,89.1,363000,368750,3636712,109,3336000,3349500,2.9,2.6,126579970
03/31/2012,315800,88.3,358000,364500,3470104,105.6,3286000,3329250,2.7,2.6,126579970
04/07/2012,390064,100.7,387000,369000,3448040,103.7,3325000,3322250,2.7,2.6,127048587
04/14/2012,370482,97.3,381000,372250,3425138,102.1,3355000,3325500,2.7,2.6,127048587
04/21/2012,370632,95.8,387000,378250,3292783,99.3,3316000,3320500,2.6,2.6,127048587
04/28/2012,333476,89.6,372000,381750,3210670,97.4,3296000,3323000,2.5,2.6,127048587
05/05/2012,341080,91.4,373000,378250,3150177,94.7,3326000,3323250,2.5,2.6,127048587
05/12/2012,325094,88.2,369000,375250,3124324,93.7,3334000,3318000,2.5,2.6,127048587
05/19/2012,330427,89.1,371000,371250,3060148,92.7,3301000,3314250,2.4,2.6,127048587
05/26/2012,346260,90.9,381000,373500,3062538,91.4,3351000,3328000,2.4,2.6,127048587
06/02/2012,324385,86,377000,374500,3091216,92.9,3327000,3328250,2.4,2.6,127048587
06/09/2012,376610,98.4,383000,378000,3101927,92.8,3343000,3330500,2.4,2.6,127048587
06/16/2012,364548,94.9,384000,381250,3113846,93.7,3323000,3336000,2.5,2.6,127048587
06/23/2012,370521,97.4,380000,381000,3145031,94.6,3325000,3329500,2.5,2.6,127048587
06/30/2012,369826,99.5,372000,379750,3112199,94.2,3304000,3323750,2.4,2.6,127048587
07/07/2012,442192,123,360000,374000,3360067,101.4,3314000,3316500,2.6,2.6,127495952
07/14/2012,455260,116.6,390000,375500,3336728,100.9,3307000,3312500,2.6,2.6,127495952
07/21/2012,340780,92.6,368000,372500,3246888,98.7,3290000,3303750,2.5,2.6,127495952
07/28/2012,312931,84.1,372000,372500,3242883,97.9,3312000,3305750,2.5,2.6,127495952
08/04/2012,320219,86.2,371000,375250,3180011,96.3,3302000,3302750,2.5,2.6,127495952
08/11/2012,317680,86,369000,370000,3167174,96.1,3296000,3300000,2.5,2.6,127495952
08/18/2012,311857,82.9,376000,372000,3117558,94.3,3306000,3304000,2.4,2.6,127495952
08/25/2012,312542,83,377000,373250,3085324,92.9,3321000,3306250,2.4,2.6,127495952
09/01/2012,309537,83.4,371000,373250,2930825,88.1,3327000,3312500,2.3,2.6,127495952
09/08/2012,299729,76.2,393000,379250,2927923,88.4,3312000,3316500,2.3,2.6,127495952
09/15/2012,330454,84.3,392000,383250,2841521,85.7,3316000,3319000,2.2,2.6,127495952
09/22/2012,303685,80.5,377000,383250,2822093,85.3,3308000,3315750,2.2,2.6,127495952
09/29/2012,301046,80,376000,384500,2786146,84.2,3309000,3311250,2.2,2.6,127495952
10/06/2012,329925,94.2,350000,373750,2754663,83.6,3295000,3307000,2.2,2.6,128066082
10/13/2012,362730,94,386000,372250,2816677,85.3,3302000,3303500,2.2,2.6,128066082
10/20/2012,345227,92.3,374000,371500,2838463,86.4,3285000,3297750,2.2,2.6,128066082
10/27/2012,339924,93.5,364000,368500,2784503,86.4,3223000,3276250,2.2,2.5,128066082
11/03/2012,361823,99,365000,372250,2964164,88,3368000,3294500,2.3,2.6,128066082
11/10/2012,478551,107.4,446000,387250,2946437,87.6,3364000,3310000,2.3,2.6,128066082
11/17/2012,403636,99.3,406000,395250,2836478,85.3,3325000,3320000,2.2,2.6,128066082
11/24/2012,358865,92.4,388000,401250,3316536,102.1,3248000,3326250,2.6,2.5,128066082
12/01/2012,500163,133.3,375000,403750,3175601,99.4,3195000,3283000,2.5,2.5,128066082
12/08/2012,429191,126.4,340000,377250,3245480,100.5,3229000,3249250,2.5,2.5,128066082
12/15/2012,401431,112.7,356000,364750,3255119,102.4,3179000,3212750,2.5,2.5,128066082
12/22/2012,457584,126.3,362000,358250,3285394,102,3221000,3206000,2.6,2.5,128066082
12/29/2012,490126,135.5,362000,355000,3730872,119.3,3127000,3189000,2.9,2.4,128066082
01/05/2013,557424,153.4,363000,369750,3868120,122.9,3147000,3359250,3,2.4,128613913
01/12/2013,558047,162.4,344000,363750,3707375,119.3,3108000,3239250,2.9,2.4,128613913
01/19/2013,437360,129.1,339000,352000,3671018,117,3138000,3130000,2.9,2.4,128613913
01/26/2013,369567,100.9,366000,353000,3736830,119.1,3138000,3132750,2.9,2.4,128613913
02/02/2013,388708,107.8,361000,352500,3661840,119.1,3075000,3114750,2.8,2.4,128613913
02/09/2013,361759,104.2,347000,353250,3663619,118.9,3081000,3108000,2.8,2.4,128613913
02/16/2013,351087,96.9,362000,359000,3531404,116.3,3036000,3082500,2.7,2.4,128613913
02/23/2013,310512,90.9,342000,353000,3606019,118.5,3043000,3058750,2.8,2.4,128613913
03/02/2013,335794,98.8,340000,347750,3495559,116.1,3011000,3042750,2.7,2.3,128613913
03/09/2013,317661,92.7,343000,346750,3453312,114.2,3024000,3028500,2.7,2.4,128613913
03/16/2013,301471,88,343000,342000,3394036,112.1,3028000,3026500,2.6,2.4,128613913
03/23/2013,316133,88.2,358000,346000,3344342,109.8,3046000,3027250,2.6,2.4,128613913
03/30/2013,317494,84.6,375000,354750,3286211,106.7,3080000,3044500,2.6,2.4,128613913
04/06/2013,356935,99.5,359000,358750,3195675,103.9,3076000,3057500,2.5,2.4,129204324
04/13/2013,359415,101.1,356000,362000,3096325,102.4,3024000,3056500,2.4,2.3,129204324
04/20/2013,326264,95.2,343000,358250,3020992,99.8,3027000,3051750,2.3,2.3,129204324
04/27/2013,301622,91.2,331000,347250,2963249,97.5,3039000,3041500,2.3,2.4,129204324
05/04/2013,301602,89.9,335000,341250,2883832,94.8,3042000,3033000,2.2,2.4,129204324
05/11/2013,320253,89,360000,342250,2769495,93.1,2975000,3020750,2.1,2.3,129204324
05/18/2013,303357,88.4,343000,342250,2799681,92.7,3020000,3019000,2.2,2.3,129204324
05/25/2013,319508,90.4,353000,347750,2734582,90.8,3012000,3012250,2.1,2.3,129204324
06/01/2013,294608,85.1,346000,350500,2771143,92.4,2999000,3001500,2.1,2.3,129204324
06/08/2013,332964,98.7,337000,344750,2772541,92.3,3004000,3008750,2.1,2.3,129204324
06/15/2013,336970,95.4,353000,347250,2801508,93.5,2996000,3002750,2.2,2.3,129204324
06/22/2013,336901,97.1,347000,345750,2778190,93.8,2962000,2990250,2.2,2.3,129204324
06/29/2013,335424,98.6,340000,344250,2807991,93.5,3003000,2991250,2.2,2.3,129204324
07/06/2013,383811,109.3,351000,347750,3146960,101.1,3113000,3018500,2.4,2.4,129827178
07/13/2013,410974,119.4,344000,345500,3047517,101.2,3011000,3022250,2.3,2.3,129827178
07/20/2013,340457,95.8,355000,347500,2920771,99.1,2947000,3018500,2.2,2.3,129827178
07/27/2013,281692,84.3,334000,346000,2952831,98.1,3010000,3020250,2.3,2.3,129827178
08/03/2013,288861,85.1,339000,343000,2853207,96.9,2944000,2978000,2.2,2.3,129827178
08/10/2013,282756,86.6,327000,338750,2873345,96.2,2987000,2972000,2.2,2.3,129827178
08/17/2013,281164,82.7,340000,335000,2819994,95,2968000,2977250,2.2,2.3,129827178
08/24/2013,279803,83.2,336000,335500,2737229,93.3,2934000,2958250,2.1,2.3,129827178
08/31/2013,269359,83,325000,332000,2512460,88.5,2839000,2932000,1.9,2.2,129827178
09/07/2013,229648,76.5,300000,325250,2499855,88.6,2822000,2890750,1.9,2.2,129827178
09/14/2013,272946,84.5,323000,321000,2456548,85.8,2863000,2864500,1.9,2.2,129827178
09/21/2013,255087,81.3,314000,315500,2513759,85.1,2954000,2869500,1.9,2.3,129827178
09/28/2013,252196,79.1,319000,314000,2476262,84.1,2944000,2895750,1.9,2.3,129827178
10/05/2013,335937,91.2,368000,331000,2437325,83.2,2929000,2922500,1.9,2.2,130396096
10/12/2013,360957,98.2,368000,342250,2465939,84.3,2925000,2938000,1.9,2.2,130396096
10/19/2013,312037,88.8,351000,351500,2525254,86.1,2933000,2932750,1.9,2.2,130396096
10/26/2013,325326,93.7,347000,358500,2511754,85.8,2927000,2928500,1.9,2.2,130396096
11/02/2013,331867,97,342000,352000,2510618,87.4,2873000,2914500,1.9,2.2,130396096
11/09/2013,364167,107.2,340000,345000,2556519,87.4,2925000,2914500,2,2.2,130396096
11/16/2013,327053,98.7,331000,340000,2689171,94.8,2837000,2890500,2.1,2.2,130396096
11/23/2013,369197,116.9,316000,332250,2506700,89.1,2813000,2862000,1.9,2.2,130396096
11/30/2013,321896,103.1,312000,324750,2970677,105.8,2808000,2845750,2.3,2.2,130396096
12/07/2013,463413,130.9,354000,328250,2880807,99.6,2892000,2837500,2.2,2.2,130396096
12/14/2013,414613,113.8,364000,336500,3004483,103.5,2903000,2854000,2.3,2.2,130396096
12/21/2013,418272,125.2,334000,341000,2854624,100.8,2832000,2858750,2.2,2.2,130396096
12/28/2013,452664,136.2,332000,346000,3298387,117.5,2807000,2858500,2.5,2.2,130396096
01/04/2014,488537,151.6,322000,338000,3611093,124.4,2903000,2861250,2.8,2.2,130938360
01/11/2014,534966,168.4,318000,326500,3487905,120,2907000,2862250,2.7,2.2,130938360
01/18/2014,416116,127.2,327000,324750,3373217,118.5,2847000,2866000,2.6,2.2,130938360
01/25/2014,357806,105.1,340000,326750,3422557,120.1,2850000,2876750,2.6,2.2,130938360
02/01/2014,357742,108.2,331000,329000,3440027,120.6,2852000,2864000,2.6,2.2,130938360
02/08/2014,360338,107,337000,333750,3411217,119.3,2859000,2852000,2.6,2.2,130938360
02/15/2014,322761,97.3,332000,335000,3367239,117.7,2861000,2855500,2.6,2.2,130938360
02/22/2014,312665,91.7,341000,335250,3375731,119.6,2823000,2848750,2.6,2.2,130938360
03/01/2014,317832,99.6,319000,332250,3277983,117.6,2787000,2832500,2.5,2.1,130938360
03/08/2014,302311,93.8,322000,328500,3233107,114.8,2816000,2821750,2.5,2.2,130938360
03/15/2014,285970,89.2,321000,325750,3132104,113.3,2764000,2797500,2.4,2.1,130938360
03/22/2014,274072,87.5,313000,318750,3090665,110.4,2800000,2791750,2.4,2.1,130938360
03/29/2014,294862,89.3,330000,321500,2942180,107.8,2729000,2777250,2.2,2.1,130938360
04/05/2014,299162,96.3,311000,318750,2853279,104.5,2730000,2755750,2.2,2.1,131532656
04/12/2014,318793,103.5,308000,315500,2757378,102.9,2680000,2734750,2.1,2,131532656
04/19/2014,299182,91.4,327000,319000,2766506,100,2767000,2726500,2.1,2.1,131532656
04/26/2014,318127,92.3,345000,322750,2641583,97.6,2707000,2721000,2,2.1,131532656
05/03/2014,288748,88.9,325000,326250,2559236,94.7,2702000,2714000,1.9,2.1,131532656
05/10/2014,270738,89.5,303000,325000,2494495,92.7,2691000,2716750,1.9,2,131532656
05/17/2014,287398,88.8,324000,324250,2455022,92.4,2657000,2689250,1.9,2,131532656
05/24/2014,275412,90.3,305000,314250,2394378,90.5,2646000,2674000,1.8,2,131532656
05/31/2014,264133,84.7,312000,311000,2424134,91.8,2641000,2658750,1.8,2,131532656
06/07/2014,313371,99,317000,314500,2387182,91.9,2598000,2635500,1.8,2,131532656
06/14/2014,301195,95.9,314000,312000,2413778,93,2595000,2620000,1.8,2,131532656
06/21/2014,305029,96.9,315000,314500,2412611,93.4,2583000,2604250,1.8,2,131532656
06/28/2014,305791,99.2,308000,313500,2395821,92.9,2579000,2588750,1.8,2,131532656
07/05/2014,322753,106.7,302000,309750,2558065,100.7,2540000,2574250,1.9,1.9,132140947
07/12/2014,370559,120.3,308000,308250,2563164,101.4,2528000,2557500,1.9,1.9,132140947
07/19/2014,287049,97.6,294000,303000,2524006,99.3,2542000,2547250,1.9,1.9,132140947
07/26/2014,257625,84.9,303000,301750,2481360,98.3,2524000,2533500,1.9,1.9,132140947
08/02/2014,247877,83.9,295000,300000,2462156,97.3,2530000,2531000,1.9,1.9,132140947
08/09/2014,269468,87.1,309000,300250,2412394,96.2,2508000,2526000,1.8,1.9,132140947
08/16/2014,249463,82.3,303000,302500,2403823,95.5,2517000,2519750,1.8,1.9,132140947
08/23/2014,249006,83.1,300000,301750,2319238,93.4,2483000,2509500,1.8,1.9,132140947
08/30/2014,249780,82.5,303000,303750,2212896,89,2486000,2498500,1.7,1.9,132140947
09/06/2014,234755,76.5,307000,303250,2167651,88.4,2452000,2484500,1.6,1.9,132140947
09/13/2014,242318,84,288000,299500,2115326,85.8,2465000,2471500,1.6,1.9,132140947
09/20/2014,239780,81.4,295000,298250,2070228,84.6,2447000,2462500,1.6,1.9,132140947
09/27/2014,227571,78.6,290000,295000,2031751,83.7,2427000,2447750,1.5,1.8,132140947
10/04/2014,257545,87.9,293000,291500,2018858,82.7,2441000,2445000,1.5,1.8,132731174
10/11/2014,273756,97.5,281000,289750,2006710,83.3,2409000,2431000,1.5,1.8,132731174
10/18/2014,256166,88.3,290000,288500,2081161,85.4,2437000,2428500,1.6,1.8,132731174
10/25/2014,271331,93.3,291000,288750,2045437,85,2406000,2423250,1.5,1.8,132731174
11/01/2014,266921,95.3,280000,285500,2116640,86.9,2436000,2422000,1.6,1.8,132731174
11/08/2014,309338,106.4,291000,288000,2067337,86.7,2384000,2415750,1.6,1.8,132731174
11/15/2014,286115,97.6,293000,288750,2193628,93.3,2351000,2394250,1.7,1.8,132731174
11/22/2014,357202,117.7,303000,291750,2102005,88,2389000,2390000,1.6,1.8,132731174
11/29/2014,294389,101.1,291000,294500,2515910,101.3,2484000,2402000,1.9,1.9,132731174
12/06/2014,389284,133.6,291000,294500,2354533,98.9,2381000,2401250,1.8,1.8,132731174
12/13/2014,327827,114.5,286000,292750,2478752,104.2,2379000,2408250,1.9,1.8,132731174
12/20/2014,340827,123.5,276000,286000,2352296,100.6,2338000,2395500,1.8,1.8,132731174
12/27/2014,389757,136.6,285000,284500,2795271,115.4,2422000,2380000,2.1,1.8,132731174
01/03/2015,439342,149.6,294000,285250,2990368,125.6,2381000,2380000,2.2,1.8,133397155
01/10/2015,529685,174.1,304000,289750,2911674,121.3,2400000,2385250,2.2,1.8,133397155
01/17/2015,383538,128.7,298000,295250,2784735,119.2,2336000,2384750,2.1,1.8,133397155
01/24/2015,281885,108.2,261000,289250,2827617,121.1,2335000,2363000,2.1,1.8,133397155
01/31/2015,306643,109,281000,286000,2795975,121.7,2297000,2342000,2.1,1.7,133397155
02/07/2015,324158,108.8,298000,284500,2809938,119.9,2344000,2328000,2.1,1.8,133397155
02/14/2015,277904,97.4,285000,281250,2752771,118.7,2319000,2323750,2.1,1.7,133397155
